id,SalePrice
1461,118293.733799
1462,152437.739748
1463,181080.688688
1464,197718.011472
1465,201406.434895
1466,168961.933116
1467,178980.318895
1468,160010.638639
1469,193807.630484
1470,120095.827949
1471,183543.634
1472,96644.8826035
1473,93536.2016206
1474,142456.243303
1475,105775.579559
1476,356344.691866
1477,246411.527634
1478,300964.999525
1479,301838.296157
1480,471315.914556
1481,330594.970554
1482,213693.95379
1483,181740.965885
1484,160697.909803
1485,198610.887376
1486,193937.789196
1487,343371.371102
1488,238402.024525
1489,189705.030011
1490,244186.661989
1491,196385.534857
1492,92014.2152841
1493,189709.524779
1494,299119.719536
1495,290898.530266
1496,236044.553959
1497,179166.193607
1498,175379.285538
1499,167103.632088
1500,158010.493739
1501,173196.669506
1502,144387.09144
1503,288998.268475
1504,241787.711788
1505,226616.807821
1506,187558.500971
1507,241311.863573
1508,202869.295692
1509,161079.010308
1510,143737.824194
1511,154359.954095
1512,177266.320296
1513,151952.804546
1514,155580.813541
1515,192179.900591
1516,156230.686876
1517,170842.586302
1518,130549.601399
1519,207296.241641
1520,126549.92825
1521,129231.597728
1522,178660.435638
1523,110882.649539
1524,126485.619184
1525,118120.096683
1526,109618.975839
1527,108488.86001
1528,137321.748834
1529,152470.321739
1530,189955.912779
1531,107307.554034
1532,98989.8638066
1533,145921.748505
1534,127275.603387
1535,145107.775797
1536,107020.228557
1537,59143.04971
1538,148780.655807
1539,193956.84701
1540,95347.1026705
1541,137659.063694
1542,138977.514
1543,176459.419102
1544,88989.3914915
1545,118002.547364
1546,139986.377068
1547,130241.420299
1548,141701.443566
1549,122000.023143
1550,135338.639856
1551,106057.150184
1552,134141.315886
1553,145091.28547
1554,115734.887787
1555,160026.469857
1556,86401.3300962
1557,106466.691352
1558,103028.862672
1559,65085.5633722
1560,132830.511971
1561,123714.572184
1562,130530.205401
1563,118095.352179
1564,154313.755405
1565,151967.799845
1566,240223.334704
1567,77370.3652073
1568,240053.741911
1569,126701.485178
1570,140238.042236
1571,118749.291768
1572,138619.896335
1573,226855.276412
1574,118573.795236
1575,235153.604798
1576,248504.048922
1577,176530.074462
1578,150559.749789
1579,145647.754996
1580,196621.458434
1581,156983.204766
1582,125240.437617
1583,281125.700461
1584,214991.072097
1585,133586.720113
1586,64896.9844569
1587,108641.230963
1588,151904.321907
1589,96476.1496294
1590,130836.330777
1591,90679.3032509
1592,114658.365995
1593,129248.920025
1594,122470.576055
1595,106684.654132
1596,214123.037245
1597,198783.461128
1598,234558.798396
1599,167507.806295
1600,159715.838125
1601,66051.5213902
1602,115952.091879
1603,72232.7163147
1604,258822.725442
1605,239650.017186
1606,167424.939784
1607,176982.958254
1608,217936.829605
1609,180387.810758
1610,152077.17804
1611,136188.92361
1612,172694.067603
1613,164217.692943
1614,128523.794889
1615,94426.0485825
1616,78917.7785512
1617,94016.4698518
1618,126989.594866
1619,140113.394707
1620,146513.329904
1621,134794.242788
1622,144514.044529
1623,260044.797326
1624,209004.727216
1625,116850.499064
1626,173008.860293
1627,193521.541905
1628,280280.974627
1629,183891.462526
1630,339059.371927
1631,230415.688396
1632,245323.637498
1633,179040.815665
1634,185463.524748
1635,173240.692993
1636,152456.427796
1637,200682.767072
1638,176562.878325
1639,190592.867159
1640,249625.704189
1641,182832.332344
1642,248163.608117
1643,212313.756773
1644,239829.255016
1645,196959.212548
1646,159690.905368
1647,161018.447007
1648,128362.349493
1649,142367.385214
1650,113164.895329
1651,119365.600866
1652,96971.8354078
1653,99568.1838153
1654,141897.931232
1655,129755.958708
1656,138555.664363
1657,145402.183708
1658,144507.064212
1659,113738.008754
1660,155744.833737
1661,418761.942973
1662,393953.054208
1663,370484.218768
1664,472565.7764
1665,307731.625447
1666,336475.631477
1667,382785.223681
1668,352636.353418
1669,320478.465414
1670,351534.37912
1671,264930.002559
1672,414327.087914
1673,288810.054113
1674,238278.282685
1675,198889.495201
1676,195061.095837
1677,220131.693834
1678,439145.407081
1679,395115.358155
1680,322064.554485
1681,250228.398017
1682,327849.37751
1683,184803.601837
1684,177357.757921
1685,176089.980264
1686,167724.875035
1687,177036.836685
1688,189229.034614
1689,195527.697753
1690,199594.057407
1691,190025.140674
1692,266490.130791
1693,174566.906569
1694,184389.001323
1695,169939.500648
1696,264419.585126
1697,175078.127958
1698,343149.221323
1699,312116.281878
1700,258369.966401
1701,274031.481026
1702,233236.002208
1703,237286.959622
1704,272120.039734
1705,244874.995043
1706,341157.473408
1707,211695.47606
1708,201584.4849
1709,259685.096797
1710,217055.982743
1711,280684.350087
1712,249572.532625
1713,280192.223737
1714,224293.358694
1715,209444.481514
1716,183510.826089
1717,178464.64615
1718,137742.925667
1719,211567.179616
1720,236279.873057
1721,160800.464155
1722,125116.52355
1723,154469.583135
1724,200485.108208
1725,237118.792611
1726,185967.942867
1727,152554.318497
1728,173020.781303
1729,169924.12005
1730,154200.632507
1731,119190.946522
1732,123970.444574
1733,111463.953627
1734,121428.23765
1735,123153.056672
1736,104987.835627
1737,295500.374385
1738,265613.010991
1739,229995.816094
1740,204698.831558
1741,184939.208361
1742,171384.41819
1743,179659.026446
1744,329930.74666
1745,218898.232363
1746,186035.48556
1747,214833.684986
1748,213826.476726
1749,140986.26391
1750,121526.778459
1751,253839.575027
1752,114794.578236
1753,150928.787601
1754,191801.579702
1755,165150.690038
1756,126237.94799
1757,121867.923186
1758,148079.903974
1759,163516.049387
1760,165969.481837
1761,146140.763811
1762,177522.174133
1763,192257.831389
1764,114192.261456
1765,164817.049787
1766,196170.23128
1767,221324.968735
1768,140757.70333
1769,174337.717973
1770,157686.663276
1771,121943.116718
1772,128734.762857
1773,123921.812198
1774,140545.596285
1775,143819.02806
1776,132723.803223
1777,108697.431261
1778,140757.994765
1779,120811.003763
1780,179487.901817
1781,126632.291018
1782,85251.4809928
1783,141329.325913
1784,109064.727752
1785,127417.59686
1786,136415.379822
1787,167187.804057
1788,60990.6031104
1789,99553.9553286
1790,79431.6750537
1791,179853.266761
1792,159511.258435
1793,128134.220738
1794,157755.813149
1795,134207.241836
1796,134526.215676
1797,112856.00905
1798,120087.299303
1799,111032.57214
1800,134634.134943
1801,127150.509431
1802,139707.392912
1803,148073.42715
1804,135221.897659
1805,135605.369507
1806,125403.686907
1807,138688.823344
1808,127955.309446
1809,127571.270798
1810,137077.320019
1811,96302.6540905
1812,99194.0677631
1813,125290.702674
1814,97444.2800803
1815,53359.3289531
1816,101921.336299
1817,105421.209561
1818,142987.309245
1819,122439.586131
1820,53529.7369288
1821,117914.336388
1822,152544.683686
1823,46752.1070557
1824,129533.8774
1825,140401.815732
1826,105061.385748
1827,100990.556324
1828,137273.5071
1829,128965.987379
1830,138795.073736
1831,142067.414109
1832,70782.4819346
1833,141092.055717
1834,113739.798961
1835,110032.942782
1836,121709.37786
1837,86168.5489594
1838,123501.532764
1839,102155.735193
1840,142086.928371
1841,134217.943408
1842,93426.6918757
1843,126090.588914
1844,147714.389333
1845,145736.677054
1846,158565.44291
1847,174731.564414
1848,52871.6957225
1849,110977.593657
1850,115772.381698
1851,148430.968348
1852,126175.143568
1853,120391.421143
1854,161543.633354
1855,153569.018286
1856,227061.011692
1857,126268.087516
1858,130886.559208
1859,117729.660708
1860,145651.642612
1861,116557.731653
1862,327138.545155
1863,300514.18502
1864,300621.483121
1865,336685.03574
1866,327126.746628
1867,222692.617901
1868,282121.041033
1869,202459.668289
1870,223725.302727
1871,258848.692092
1872,177201.636872
1873,240703.536394
1874,156637.283803
1875,198250.97139
1876,201593.116936
1877,210231.058251
1878,205032.817393
1879,128666.384755
1880,130221.463147
1881,242044.430157
1882,238669.114961
1883,183992.072805
1884,202596.766522
1885,234153.182167
1886,283796.676402
1887,218948.877735
1888,267357.661705
1889,173033.58329
1890,111960.299786
1891,132679.28068
1892,95051.7253241
1893,128816.905605
1894,123615.643776
1895,130149.610112
1896,127332.284031
1897,118062.638525
1898,108382.591884
1899,167675.280282
1900,156619.10151
1901,178160.655951
1902,158509.782276
1903,224941.180005
1904,141872.947438
1905,200847.943978
1906,151668.829903
1907,207306.377721
1908,108086.653191
1909,130702.686444
1910,117887.789862
1911,227148.56786
1912,344322.469842
1913,134530.795838
1914,58135.4774761
1915,297441.702799
1916,64712.61514
1917,236899.721896
1918,140735.43259
1919,179617.560831
1920,156582.510191
1921,361003.13443
1922,314825.890041
1923,242506.544038
1924,220641.646177
1925,195557.890801
1926,353586.660132
1927,131754.41148
1928,161548.400864
1929,125584.408383
1930,131510.435294
1931,140069.353344
1932,138169.037666
1933,188745.662988
1934,182342.696747
1935,170677.044232
1936,197568.787958
1937,186097.246912
1938,172156.142141
1939,241641.563521
1940,195125.760271
1941,167963.567225
1942,183002.715428
1943,222543.767123
1944,379201.809129
1945,403905.710621
1946,126394.209189
1947,266735.555744
1948,167919.204083
1949,255497.308587
1950,191620.319007
1951,235754.2479
1952,204262.282528
1953,168482.252947
1954,183761.871075
1955,136117.118858
1956,300328.696401
1957,149941.478741
1958,284190.117411
1959,147321.063475
1960,114725.574345
1961,120568.528212
1962,97087.0175263
1963,104923.283375
1964,104214.395949
1965,139581.149603
1966,134386.271528
1967,297416.032683
1968,415429.343068
1969,383253.091935
1970,402908.481446
1971,469384.965959
1972,374676.501366
1973,273061.471464
1974,341188.272325
1975,507978.224103
1976,276185.579088
1977,353567.555102
1978,349077.52626
1979,318187.25247
1980,203022.181394
1981,333537.315223
1982,220736.512993
1983,206934.910889
1984,169073.86029
1985,227034.213563
1986,206598.421449
1987,185176.283196
1988,174690.991779
1989,192421.574502
1990,205916.534622
1991,231476.228411
1992,214986.838982
1993,168730.468285
1994,224851.148718
1995,182622.279493
1996,250987.025536
1997,325447.160615
1998,304185.895294
1999,294315.192452
2000,323872.005597
2001,285679.120612
2002,243335.945979
2003,254396.346575
2004,283228.935624
2005,230079.708681
2006,221449.734959
2007,252239.745479
2008,214474.227429
2009,200601.947391
2010,194744.462913
2011,142502.322533
2012,175541.642915
2013,177604.840396
2014,184427.094336
2015,209214.894786
2016,191178.155076
2017,192171.108389
2018,114193.435064
2019,131714.869861
2020,100866.885343
2021,98975.5214087
2022,189889.590518
2023,145566.798983
2024,282778.768019
2025,354114.364293
2026,175241.825232
2027,163715.289117
2028,153375.414492
2029,166971.699714
2030,262128.780043
2031,230774.110593
2032,254305.378663
2033,250896.173889
2034,178592.298012
2035,223654.261266
2036,204298.017922
2037,217059.843327
2038,343174.540764
2039,234419.292721
2040,277018.654921
2041,316368.58537
2042,209375.43436
2043,178031.491659
2044,172193.887079
2045,213562.625985
2046,152606.465669
2047,144996.297801
2048,142311.411883
2049,146441.841133
2050,173859.518998
2051,102412.87267
2052,122228.658684
2053,150197.777191
2054,90976.3474157
2055,157959.948071
2056,151613.241154
2057,110998.376949
2058,214591.647085
2059,133030.721194
2060,176029.694802
2061,171137.761267
2062,126647.52308
2063,120009.876156
2064,137821.819551
2065,120158.569812
2066,167915.66364
2067,112281.144585
2068,149670.913763
2069,87745.2899306
2070,119732.735136
2071,95356.9747798
2072,138451.20404
2073,128363.801648
2074,182796.031545
2075,149162.625175
2076,116787.922685
2077,154832.475442
2078,123928.370031
2079,135024.825122
2080,115681.727446
2081,127183.3934
2082,120025.001
2083,149199.976102
2084,107119.066521
2085,112669.372485
2086,112301.046515
2087,122460.516912
2088,92852.4548234
2089,79200.3533725
2090,120180.287759
2091,109328.365554
2092,119769.268
2093,111714.508224
2094,108991.839107
2095,154072.514126
2096,88318.8568586
2097,100720.05136
2098,150969.843656
2099,51771.6083057
2100,76278.2121689
2101,113014.588963
2102,126248.05838
2103,106958.611042
2104,141978.914474
2105,132129.64738
2106,64988.9506377
2107,177652.243983
2108,117097.733175
2109,110639.080074
2110,123469.821757
2111,132258.974049
2112,137722.94856
2113,120789.124298
2114,122295.56103
2115,165186.47059
2116,114526.210168
2117,146358.678097
2118,131041.075351
2119,115098.731876
2120,109977.980995
2121,106918.890965
2122,118698.758173
2123,81000.2201377
2124,157314.4548
2125,122198.458577
2126,150691.163196
2127,168045.640941
2128,124544.871716
2129,87049.649953
2130,133799.175006
2131,135240.851752
2132,109902.649818
2133,123528.688645
2134,120831.568299
2135,97802.1418793
2136,81398.3547491
2137,103886.711487
2138,134322.101809
2139,150043.662572
2140,138123.359038
2141,171597.648245
2142,126998.955111
2143,148796.684997
2144,121180.648629
2145,138268.0385
2146,176950.625385
2147,144433.8877
2148,135538.506406
2149,151083.605462
2150,243424.484797
2151,116640.274379
2152,172491.426856
2153,158316.933359
2154,100365.720517
2155,140233.55308
2156,245111.058202
2157,225895.362084
2158,244275.31162
2159,222351.125956
2160,185003.775033
2161,232205.744987
2162,364790.193412
2163,331806.419616
2164,252998.746114
2165,208706.878769
2166,163558.44104
2167,218271.104501
2168,190027.142431
2169,195597.464175
2170,213100.779216
2171,162858.900101
2172,131254.586747
2173,182010.025479
2174,218747.002095
2175,289295.24691
2176,313647.492902
2177,233664.866961
2178,212845.468237
2179,133925.978129
2180,207893.070702
2181,194227.543657
2182,225986.044238
2183,191432.222811
2184,117138.272498
2185,131550.815909
2186,144581.779061
2187,151283.89724
2188,154324.166781
2189,277446.547905
2190,77585.138022
2191,79237.7407758
2192,86015.0508215
2193,111832.878429
2194,100592.597027
2195,99447.2676553
2196,101119.67759
2197,118213.824551
2198,162149.660493
2199,186116.890415
2200,146450.248989
2201,146354.353587
2202,225872.580134
2203,133514.977133
2204,180625.528852
2205,121863.212859
2206,138414.042098
2207,221447.471928
2208,275237.123573
2209,254285.465766
2210,120195.807677
2211,119636.140861
2212,122449.509747
2213,107711.816661
2214,136659.285602
2215,101407.967321
2216,144659.376914
2217,61522.441192
2218,72799.9886047
2219,67965.9617708
2220,62097.0768596
2221,298372.600387
2222,280302.825178
2223,289055.883509
2224,207908.567566
2225,117633.541925
2226,177026.412463
2227,190953.608283
2228,269205.311776
2229,251535.636266
2230,153889.088835
2231,208776.243217
2232,179847.68589
2233,183140.692921
2234,246145.970296
2235,220994.998134
2236,251792.725862
2237,299624.852438
2238,198947.739948
2239,106151.028831
2240,152758.558484
2241,154843.088695
2242,122144.081315
2243,135341.575778
2244,104403.850312
2245,100481.468513
2246,140151.469941
2247,119629.918648
2248,117848.941517
2249,114720.330129
2250,128132.615003
2251,104172.650869
2252,184723.759327
2253,157377.054197
2254,185779.685036
2255,183240.786576
2256,173185.676878
2257,206826.466425
2258,157780.743818
2259,172845.999891
2260,154467.264053
2261,200232.082637
2262,213019.089607
2263,390524.944798
2264,481439.082166
2265,172710.502065
2266,316065.025127
2267,358711.063574
2268,434070.824569
2269,152327.391999
2270,203459.926998
2271,209680.697946
2272,194784.662909
2273,163124.306849
2274,181992.215788
2275,149112.133175
2276,187115.944084
2277,180284.727586
2278,150420.397054
2279,127467.769464
2280,115429.437878
2281,163596.126977
2282,183603.508756
2283,109662.448314
2284,114275.484301
2285,137132.252075
2286,123152.068639
2287,373663.094465
2288,278220.282677
2289,362692.073824
2290,438852.117827
