id,SalePrice
1461,119029.139847
1462,153034.778387
1463,181011.214285
1464,197891.150509
1465,200308.085166
1466,166881.942424
1467,178263.220876
1468,160936.136986
1469,189803.447371
1470,121717.178379
1471,178841.896356
1472,97025.7667675
1473,94192.49484
1474,142892.002231
1475,105541.693032
1476,357418.464358
1477,247012.278335
1478,302227.532148
1479,299969.023255
1480,468497.904426
1481,338099.290535
1482,214800.925206
1483,180414.274166
1484,163967.156851
1485,201236.593483
1486,192681.520131
1487,345843.577113
1488,238808.668518
1489,189161.574479
1490,244872.980471
1491,196737.657382
1492,92656.918046
1493,187964.510066
1494,302075.087655
1495,290620.423712
1496,236332.872603
1497,176429.995121
1498,181471.3755
1499,170629.256565
1500,158035.162918
1501,172608.384563
1502,145678.2089
1503,293164.684984
1504,242973.773739
1505,227552.005296
1506,186408.600739
1507,236454.898039
1508,203467.75763
1509,160388.519784
1510,145314.987554
1511,158183.231726
1512,173560.24495
1513,149655.754133
1514,157149.87319
1515,186629.49647
1516,155545.71119
1517,168821.423083
1518,130659.861465
1519,207668.527572
1520,127865.077198
1521,129325.701731
1522,175455.211415
1523,109981.692188
1524,123909.526616
1525,118222.651758
1526,109128.183393
1527,106946.352223
1528,134688.917475
1529,154409.544768
1530,192777.325196
1531,109275.802416
1532,98867.4143403
1533,144591.768063
1534,127285.74578
1535,143517.149743
1536,107545.640185
1537,59228.2995933
1538,152576.803082
1539,189750.52995
1540,92742.0094227
1541,139288.198233
1542,138202.664865
1543,175039.909794
1544,89448.7269631
1545,117430.957608
1546,142145.586572
1547,133293.49547
1548,139476.437216
1549,120734.075146
1550,138519.765274
1551,107092.648132
1552,135060.42223
1553,142469.366074
1554,116284.36529
1555,161111.209099
1556,87283.1841658
1557,106603.947416
1558,106125.122174
1559,68846.0519559
1560,130832.548929
1561,119504.921315
1562,131073.072202
1563,118688.903532
1564,153827.321219
1565,153844.494642
1566,237642.911701
1567,78308.6381217
1568,246734.452486
1569,130742.095102
1570,139331.487689
1571,112673.707967
1572,136709.678326
1573,222390.004793
1574,116850.744081
1575,237120.22265
1576,247177.470971
1577,177462.308278
1578,148557.404547
1579,149223.846427
1580,198382.485685
1581,156393.250792
1582,127222.809346
1583,282259.777841
1584,215106.277388
1585,135883.717956
1586,68956.0763014
1587,111256.714078
1588,150289.438116
1589,97036.4446473
1590,128736.749143
1591,91152.228712
1592,114129.229002
1593,133635.258555
1594,120338.168861
1595,105944.784971
1596,209693.525872
1597,201812.343987
1598,231445.515136
1599,172368.551341
1600,165944.789668
1601,65915.9287563
1602,115458.464631
1603,76152.1127553
1604,259013.686641
1605,240843.898051
1606,166533.822777
1607,177241.293123
1608,221013.351507
1609,180666.05011
1610,153054.081821
1611,135384.431273
1612,170740.492334
1613,163876.133157
1614,126717.251436
1615,92066.9796937
1616,78503.7824429
1617,93018.3470645
1618,131186.486518
1619,142636.821234
1620,149410.106603
1621,131786.658023
1622,145950.339714
1623,259436.827972
1624,208798.555435
1625,117631.275971
1626,173706.794539
1627,194752.188859
1628,278328.671836
1629,185479.703793
1630,325940.053428
1631,224727.515106
1632,240452.536765
1633,182255.328393
1634,186966.82857
1635,172586.299421
1636,152680.086897
1637,196060.980856
1638,177144.291205
1639,186875.02969
1640,246806.840458
1641,180760.616045
1642,250215.954141
1643,216195.883595
1644,246839.031552
1645,193451.530421
1646,161472.672709
1647,162346.966521
1648,127940.977758
1649,142958.605678
1650,114950.626401
1651,119409.615526
1652,98120.9951188
1653,100335.897069
1654,143788.590748
1655,129649.898481
1656,140719.753217
1657,148165.820581
1658,148368.390522
1659,116603.887925
1660,155711.227476
1661,425315.562792
1662,383934.268186
1663,364196.311295
1664,454583.389415
1665,303896.523294
1666,330721.377599
1667,373255.624
1668,350643.726475
1669,318895.888646
1670,348182.950284
1671,266633.296135
1672,412643.430293
1673,292516.827421
1674,238287.733615
1675,199776.36006
1676,192870.173223
1677,221296.737868
1678,440162.260277
1679,392165.69378
1680,313435.330275
1681,248478.241082
1682,331165.558681
1683,185648.691694
1684,180583.904923
1685,175411.794923
1686,170116.723041
1687,176564.685875
1688,189873.839638
1689,195300.103093
1690,202150.524861
1691,192200.689467
1692,264819.7051
1693,178781.256037
1694,185219.748237
1695,171537.351604
1696,268184.870215
1697,175956.183315
1698,344208.404802
1699,310401.466313
1700,256969.167913
1701,271310.162177
1702,233613.466883
1703,240687.508427
1704,273224.502294
1705,248408.766569
1706,355576.876078
1707,209684.804485
1708,203453.017
1709,262142.306979
1710,217845.201573
